PMID	DOI	dateOfCreation	firstIndexDate	fullTextReceivedDate	dateOfRevision	electronicPublicationDate	firstPublicationDate	ML_Check	Affs
31069321	10.1063/1.5038337	2019	2019	2019	2019	2018	2018	True	EMBL Barcelona, European Molecular Biology Laboratory, Barcelona 08003, Spain.
29317535	10.1073/pnas.1718426115	2018	2018	2018	2018	2018	2018	True	European Molecular Biology Laboratory, 38042 Grenoble, France. /// European Molecular Biology Laboratory, 38042 Grenoble, France; panne@embl.fr.
29483247	10.1073/pnas.1720554115	2018	2018	2018	2018	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Hinxton, CB10 1SD Cambridge, United Kingdom.
30038005	10.1073/pnas.1803062115	2018	2018	2018	2018	2018	2018	True	Genomics Core Facility, European Molecular Biology Laboratories, 69117 Heidelberg, Germany.
29915055	10.1073/pnas.1806668115	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory (EMBL), Deutsches Elektronen-Synchrotron (DESY), 22607 Hamburg, Germany; hackenberg@embl-hamburg.de victor@embl-hamburg.de. /// European Molecular Biology Laboratory (EMBL), Deutsches Elektronen-Synchrotron (DESY), 22607 Hamburg, Germany.
30413623	10.1073/pnas.1809592115	2018	2018	2019	2019	2018	2018	True	European Molecular Biology Laboratory, 69117 Heidelberg, Germany.
30217893	10.1073/pnas.1811237115	2018	2018	2018	2018	2018	2018	True	Structural and Computational Biology Unit, European Molecular Biology Laboratory (EMBL), 69117 Heidelberg, Germany. /// Molecular Medicine Partnership Unit, EMBL and Universitätsklinikum Heidelberg, 69117 Heidelberg, Germany. /// Molecular Medicine Partnership Unit, EMBL and Universitätsklinikum Heidelberg, 69117 Heidelberg, Germany; hans-georg.kraeusslich@med.uni-heidelberg.de jbriggs@mrc-lmb.cam.ac.uk. /// Structural and Computational Biology Unit, European Molecular Biology Laboratory (EMBL), 69117 Heidelberg, Germany; hans-georg.kraeusslich@med.uni-heidelberg.de jbriggs@mrc-lmb.cam.ac.uk.
30478053	10.1073/pnas.1811580115	2018	2018	2018	2019	2018	2018	True	Structural and Computational Biology Unit, European Molecular Biology Laboratory, 69117 Heidelberg, Germany. /// Molecular Medicine Partnership Unit, European Molecular Biology Laboratory and Universitätsklinikum Heidelberg, 69117 Heidelberg, Germany. /// Structural and Computational Biology Unit, European Molecular Biology Laboratory, 69117 Heidelberg, Germany; jbriggs@mrc-lmb.cam.ac.uk.
30559189	10.1073/pnas.1817984116	2018	2018	2019	2020	2018	2018	True	BIOSAXS Group, European Molecular Biology Laboratory Hamburg, D-22607 Hamburg, Germany.
29764934	10.1074/jbc.RA117.000994	2018	2018	2018	2019	2018	2018	True	the European Molecular Biology Laboratory, Hamburg Outstation, EMBL ℅ DESY, Notkestrasse 85, 22607 Hamburg, Germany, and.
29632076	10.1074/jbc.RA118.002251	2018	2018	2019	2019	2018	2018	True	the European Molecular Biology Laboratory, 71 avenue des Martyrs, CS 90181, 38042 Grenoble Cedex 9, France.
30341171	10.1074/jbc.RA118.004612	2018	2018	2019	2019	2018	2018	True	European Molecular Biology Laboratory, 00015 Rome, Italy.
29363612	10.1074/mcp.RA117.000189	2018	2018	2018	2019	2018	2018	True	From the ‡European Molecular Biology Laboratory, Structural and Computational Biology Unit, Heidelberg, Germany. /// ¶European Molecular Biology Laboratory, Proteomics Core Facility, Heidelberg, Germany. /// From the ‡European Molecular Biology Laboratory, Structural and Computational Biology Unit, Heidelberg, Germany; martin.beck@embl.de stephan.singer@uni-greifswald.de.
30135203	10.1074/mcp.RA118.000704	2018	2018	2019	2019	2018	2018	True	**Genome Biology Unit, European Molecular Biology Laboratory (EMBL), Heidelberg, Germany.
30181345	10.1074/mcp.RA118.000892	2018	2018	2019	2019	2018	2018	True	§European Molecular Biology Laboratory, Structural and Computational Biology Unit, Heidelberg, Germany.
29388479	10.1080/07391102.2018.1436089	2018	2018		2019	2018	2018	True	d EMBL , Hamburg Outstation, c/o DESY, Hamburg , Germany.
29334844	10.1080/10428194.2017.1422862	2018	2018		2019	2018	2018	True	e European Molecular Biology Laboratory , Heidelberg , Germany.
NA	10.1080/10618600.2017.1366914							NA	NA
29455577	10.1080/15548627.2017.1415189	2018	2018	2018	2019	2018	2018	True	e European Bioinformatics Institute (EMBL-EBI) , European Molecular Biology Laboratory, Wellcome Genome Campus , Hinxton , Cambridge , UK.
29929426	10.1080/15548627.2018.1462079	2018	2018	2018	2019	2018	2018	True	b Structural and Computational Biology Unit , European Molecular Biology Laboratory , Heidelberg , Germany.
29572382	10.1083/jcb.201709074	2018	2018	2018	2019	2018	2018	True	Cell Biology and Biophysics Unit, European Molecular Biology Laboratory, Heidelberg, Germany. /// Cell Biology and Biophysics Unit, European Molecular Biology Laboratory, Heidelberg, Germany jan.ellenberg@embl.de.
29632028	10.1083/jcb.201801048	2018	2018	2018	2019	2018	2018	True	Cell Biology and Biophysics Unit, European Molecular Biology Laboratory, Heidelberg, Germany. /// Advanced Light Microscopy Facility, European Molecular Biology Laboratory, Heidelberg, Germany. /// Cell Biology and Biophysics Unit, European Molecular Biology Laboratory, Heidelberg, Germany jan.ellenberg@embl.de.
29903878	10.1083/jcb.201802080	2018	2018	2018	2019	2018	2018	True	Cell Biology and Biophysics Unit, European Molecular Biology Laboratory, Heidelberg, Germany. /// Cell Biology and Biophysics Unit, European Molecular Biology Laboratory, Heidelberg, Germany lenart@embl.de.
29875261	10.1084/jem.20170896	2018	2018	2019	2019	2018	2018	True	Cell Biology and Biophysics Unit, European Molecular Biology Laboratory, Heidelberg, Germany.
NA	10.1088/1361-6420/aabb1c							NA	NA
30117746	10.1089/cmb.2017.0063	2018	2018	2019	2019	2018	2018	True	1 Structural and Computational Biology Unit, EMBL , Heidelberg, Germany .
30328692	10.1089/cmb.2018.0152	2018	2018		2019	2018	2018	True	2 European Molecular Biology Laboratory , Heidelberg, Germany .
30517022	10.1089/cmb.2018.0171	2018	2018		2019	2018	2018	True	1 European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Cambridge, United Kingdom.
29851558	10.1091/mbc.E17-11-0688	2018	2018	2018	2019	2018	2018	True	Cell Biology and Biophysics Unit, European Molecular Biology Laboratory, 69117 Heidelberg, Germany.
27769991	10.1093/bib/bbw089	2016	2016	2018	2019		2018	False	
29897410	10.1093/bib/bby028	2018	2018	2019	2020		2019	True	EMBL European Bioinformatics Institute, Wellcome Trust Genome Campus, Hinxton, Cambridgeshire CB10 1SD, UK.
30084866	10.1093/bib/bby061	2018	2018	2019	2020		2019	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Cambridge, Hinxton, UK. /// Cancer System Biology Laboratory (CanSyL), Graduate School of Informatics, Middle East Technical University, Ankara, Turkey and European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Cambridge, Hinxton, UK.
30184176	10.1093/bib/bby077	2018	2018	2020	2020		2019	True	EMBL European Bioinformatics Institute, Wellcome Trust Genome Campus, Wellcome Trust Genome Campus,Hinxton, Cambridgeshire CB10 1SD, UK.
30520945	10.1093/bioinformatics/bty1007	2018	2018	2019	2019		2019	True	Genomics Core Facility, European Molecular Biology Laboratory (EMBL), Meyerhofstrasse 1, Heidelberg, Germany. /// Genome Biology Unit, European Molecular Biology Laboratory (EMBL), Meyerhofstrasse 1, Heidelberg, Germany.
30576415	10.1093/bioinformatics/bty1032	2018	2018	2019	2019		2019	False	
30590394	10.1093/bioinformatics/bty1033	2018	2019		2019		2019	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridge, UK.
29554215	10.1093/bioinformatics/bty157	2018	2018	2018	2019		2018	False	
29617944	10.1093/bioinformatics/bty197	2018	2018	2018	2019		2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Trust Genome Campus, Hinxton, Cambridge, UK.
29668830	10.1093/bioinformatics/bty281	2018	2018	2018	2019		2018	True	Developmental Biology Unit, European Molecular Biology Laboratory (EMBL), Heidelberg, Germany.
29949971	10.1093/bioinformatics/bty290	2018	2018	2018	2019		2018	True	European Molecular Biology Laboratory (EMBL), Genome Biology Unit, Heidelberg, Germany.
29762650	10.1093/bioinformatics/bty394	2018	2018	2018	2019		2018	True	EMBL-EBI, Wellcome Genome Campus, Cambridge, UK.
29931189	10.1093/bioinformatics/bty464	2018	2018	2019	2019		2019	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Trust Genome Campus, Cambridge, UK.
29931085	10.1093/bioinformatics/bty492	2018	2018	2018	2019		2019	True	European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, UK.
30535304	10.1093/bioinformatics/bty539	2018	2018	2018	2019		2018	True	European Bioinformatics Institute (EMBL-EBI), Hinxton, UK.
30032202	10.1093/bioinformatics/bty625	2018	2018	2019	2019		2019	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Trust Genome Campus, Hinxton, Cambridge, UK.
30020414	10.1093/bioinformatics/bty635	2018	2018	2019	2019		2019	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Hinxton, Cambridge, UK.
30052762	10.1093/bioinformatics/bty639	2018	2018		2019		2019	False	
30388198	10.1093/bioinformatics/bty914	2018	2018		2019		2019	True	European Molecular Biology Laboratory, Genome Biology Unit, Heidelberg, Germany.
30475984	10.1093/bioinformatics/bty960	2018	2018	2019	2020		2019	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK.
30500878	10.1093/bioinformatics/bty974	2018	2018	2019	2019		2019	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK.
30508066	10.1093/bioinformatics/bty994	2018	2018	2019	2019		2019	False	
29722793	10.1093/brain/awy111	2018	2018		2019		2018	True	Epigenetics and Neurobiology Unit, European Molecular Biology Laboratory (EMBL), Monterotondo, Italy.
29688351	10.1093/database/bay002	2018	2018	2018	2019		2018	True	Protein Data Bank in Europe (PDBe), European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridgeshire CB10 1SD, UK.
30576484	10.1093/database/bay119	2018	2018	2019	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK.
29438507	10.1093/femsec/fiy022	2018	2018		2019		2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Hinxton, Cambridge, CB10 1SD, UK.
29211852	10.1093/gbe/evx253	2017	2017	2018	2018		2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Trust Genome Campus, Hinxton, Cambridge, United Kingdom.
29373668	10.1093/gbe/evy016	2018	2018	2018	2018		2018	False	
30496401	10.1093/gbe/evy262	2018	2018	2019	2020	2019	2019	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Cambridge, United Kingdom.
29762668	10.1093/gigascience/giy054	2018	2018	2018	2018		2018	True	EMBL-EBI European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.
30535405	10.1093/gigascience/giy149	2018	2018	2019	2019		2019	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, United Kingdom.
29590361	10.1093/hmg/ddy100	2018	2018	2018	2019		2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Trust Genome Campus, Hinxton, CB10 1SD, UK.
29982611	10.1093/icb/icy075	2018	2018		2019		2018	True	EMBL-European Bioinformatics Institute, Wellcome Trust Genome Campus, EBML-EBI South Building, Hinxton CB10 1SD, UK.
29618097	10.1093/molbev/msy055	2018	2018	2018	2019		2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, United Kingdom.
29401259	10.1093/nar/gky054	2018	2018	2018	2019		2018	True	European Molecular Biology Laboratory, Grenoble Outstation, 71 Avenue des Martyrs, 38042 Grenoble, France.
30357405	10.1093/nar/gky1001	2018	2018	2019	2020		2019	True	European Bioinformatics Institute (EMBL-EBI), European Molecular Biology Laboratory, Wellcome Genome Campus, Hinxton, Cambridgeshire CB10 1SD, UK.
30364992	10.1093/nar/gky1013	2018	2018	2019	2019		2019	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.
30371819	10.1093/nar/gky1039	2018	2018	2019	2019		2019	True	The European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus CB10 1SD, UK.
30407529	10.1093/nar/gky1061	2018	2018	2019	2019		2019	True	EMBL-EBI, Wellcome Genome Campus, Hinxton CB10 1SD, UK.
30398643	10.1093/nar/gky1075	2018	2018	2019	2019		2019	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridgeshire CB10 1SD, UK.
30395270	10.1093/nar/gky1078	2018	2018	2019	2019		2019	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.
30418610	10.1093/nar/gky1085	2018	2018	2019	2019		2019	True	Structural and Computational Biology Unit, European Molecular Biology Laboratory, Heidelberg, Germany.
30398663	10.1093/nar/gky1097	2018	2018	2019	2019		2019	True	European Bioinformatics Institute, Wellcome Trust Genome Campus, Hinxton, Cambridgeshire CB10 1SD, UK.
30398656	10.1093/nar/gky1100	2018	2018	2019	2019		2019	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Trust Genome Campus, Hinxton, Cambridge CB10 1SD, UK. /// European Molecular Biology Laboratory, Structural and Computational Biology Unit, Meyerhofstr.1, 69117 Heidelberg, Germany.
30476213	10.1093/nar/gky1105	2018	2018	2019	2020		2019	False	
30395289	10.1093/nar/gky1106	2018	2018	2019	2019		2019	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Trust Genome Campus, Hinxton, Cambridge CB10 1SD, UK.
30445541	10.1093/nar/gky1114	2018	2018	2019	2019		2019	True	Protein Data Bank in Europe, European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK. /// Protein Function Development, European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK. /// Metabolomics, European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.
30445434	10.1093/nar/gky1120	2018	2018	2019	2019		2019	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.
30445657	10.1093/nar/gky1124	2018	2018	2019	2019		2019	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.
30476243	10.1093/nar/gky1131	2018	2018	2019	2019		2019	True	Structural and Computational Biology Unit, European Molecular Biology Laboratory, 69117 Heidelberg, Germany.
30462303	10.1093/nar/gky1133	2018	2018	2019	2019		2019	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridgeshire CB10 1SD, UK.
29635476	10.1093/nar/gky235	2018	2018	2018	2019		2018	True	Structural and Computational Biology Unit, European Molecular Biology Laboratory, Heidelberg 69117, Germany.
29669022	10.1093/nar/gky259	2018	2018	2018	2019		2018	False	
29718427	10.1093/nar/gky299	2018	2018	2018	2019		2018	True	European Molecular Biology Laboratory, Meyerhofstrasse 1, 69117 Heidelberg, Germany.
29860520	10.1093/nar/gky437	2018	2018	2018	2019		2018	False	
29905871	10.1093/nar/gky448	2018	2018	2018	2019		2018	True	EMBL-EBI European Bioinformatics Institute, Wellcome Trust Genome Campus, Hinxton, Cambridge CB10 1SD, UK.
30192979	10.1093/nar/gky537	2018	2018	2018	2019		2018	True	European Molecular Biology Laboratory (EMBL), Meyerhofstrasse 1, 69117 Heidelberg, Germany.
29982589	10.1093/nar/gky573	2018	2018	2018	2020		2018	True	Genome Biology Unit, European Molecular Biology Laboratory, Meyerhofstrasse 1, 69117 Heidelberg, Germany, and Stanford Genome Technology Center and Department of Genetics, Stanford University School of Medicine, Stanford, CA 94305, USA.
30239791	10.1093/nar/gky823	2018	2018	2018	2019		2018	True	European Molecular Biology Laboratory, 38042 Grenoble, France.
30252093	10.1093/nar/gky869	2018	2018	2019	2019		2019	False	
30272209	10.1093/nar/gky876	2018	2018	2019	2019		2019	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Trust Genome Campus, Hinxton, Cambridge CB10 1SD, UK.
30304474	10.1093/nar/gky930	2018	2018	2019	2020		2019	True	HUGO Gene Nomenclature Committee, European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridgeshire CB10 1SD, UK.
30357393	10.1093/nar/gky955	2018	2018	2019	2019		2019	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, UK.
30357387	10.1093/nar/gky964	2018	2018	2019	2019		2019	True	European Molecular Biology Laboratory, European Bioinformatics Institute, EMBL-EBI, Wellcome Trust Genome Campus, Hinxton, Cambridge CB10 1SD, UK.
30535239	10.1093/nar/gky984	2018	2018	2019	2019		2019	True	European Molecular Biology Laboratory- European Bioinformatics Institute, Wellcome Trust Genome Campus, Hinxton, Cambridge CB10 1SD, UK.
30357350	10.1093/nar/gky995	2018	2018	2019	2019		2019	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Trust Genome Campus, Hinxton, Cambridge CB10 1SD, UK.
30619908	10.1093/ofid/ofy318	2019	2019	2019	2019	2018	2018	False	
29370437	10.1093/protein/gzx068	2018	2018		2019		2018	True	Structural and Computational Biology Unit, European Molecular Biology Laboratory, Meyerhofstraße 1, 69117, Heidelberg, Germany.
30282658	10.1098/rsob.180026	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory (EMBL), Notkestrasse 85, 22607 Hamburg, Germany r.smock@embl-hamburg.de. /// European Molecular Biology Laboratory (EMBL), Notkestrasse 85, 22607 Hamburg, Germany r.meijers@embl-hamburg.de.
30381362	10.1098/rsob.180139	2018	2018	2018	2019	2018	2018	True	Developmental Biology Unit, European Molecular Biology Laboratory, Meyerhofstraße 1, 69117 Heidelberg, Germany thomas.chartier.08@m4x.org. /// Cell Biology and Biophysics Unit, European Molecular Biology Laboratory, Meyerhofstraße 1, 69117 Heidelberg, Germany. /// Developmental Biology Unit, European Molecular Biology Laboratory, Meyerhofstraße 1, 69117 Heidelberg, Germany. /// Developmental Biology Unit, European Molecular Biology Laboratory, Meyerhofstraße 1, 69117 Heidelberg, Germany arendt@embl.de.
29378788	10.1101/gad.308619.117	2018	2018	2018	2018	2018	2018	True	Genome Biology Unit, European Molecular Biology Laboratory (EMBL), D-69117 Heidelberg, Germany.
29636374	10.1101/gr.226845.117	2018	2018	2018	2018	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Hinxton CB10 1SD, United Kingdom.
29884752	10.1101/gr.233460.117	2018	2018	2019	2019	2018	2018	True	European Bioinformatics Institute, Wellcome Genome Campus, Hinxton CB10 1SD, United Kingdom.
29496731	10.1101/gr.233940.117	2018	2018	2018	2018	2018	2018	True	European Molecular Biology Laboratory, 69117 Heidelberg, Germany.
29563166	10.1101/gr.234096.117	2018	2018	2018	2018	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, United Kingdom.
30341161	10.1101/gr.236273.118	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton CB10 1SD, United Kingdom.
30487145	10.1101/mcs.a003178	2018	2018	2019	2020	2018	2018	False	
30104410	10.1101/pdb.prot098376	2018	2018		2020	2019	2019	True	Genome Biology Unit, European Molecular Biology Laboratory, 69117 Heidelberg, Germany.
NA	10.1103/PhysRevLett.121.038101							NA	NA
NA	10.1103/PhysRevX.8.021071							NA	NA
30279641	10.1107/S1600576718010956	2018	2018	2018	2018	2018	2018	True	European Molecular Biology Laboratory, Grenoble Outstation, 71 avenue des Martyrs, Grenoble, 38042, France.
NA	10.1107/S1600577517017568							NA	NA
29714204	10.1107/S1600577518005398	2018	2018	2018	2019	2018	2018	True	Hamburg Outstation, European Molecular Biology Laboratory, Notkestrasse 85, 22607 Hamburg, Germany.
29979188	10.1107/S1600577518007166	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, Grenoble Outstation, 71 avenue des Martyrs, Grenoble 38042, France.
29765606	10.1107/S2052252517017961	2018	2018	2018	2018	2018	2018	True	European Molecular Biology Laboratory, Grenoble Outstation, 71 Avenue des Martyrs, 38000 Grenoble, France.
29755751	10.1107/S2052252518005407	2018	2018	2018	2018	2018	2018	True	European Molecular Biology Laboratory EMBL c/o DESY, Notkestrasse 85, 22607 Hamburg, Germany.
30002841	10.1107/S2052252518005900	2018	2018	2018	2018	2018	2018	True	Hamburg Outstation, European Molecular Biology Laboratory, Notkestrasse 85, Hamburg 22607, Germany.
29533230	10.1107/S2059798318002541	2018	2018	2018	2019	2018	2018	True	Protein Data Bank in Europe, European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, England.
29652262	10.1107/S2059798318002735	2018	2018	2019	2019	2018	2018	True	European Molecular Biology Laboratory, Hamburg Outstation, Notkestrasse 85, 22607 Hamburg, Germany.
29533231	10.1107/S2059798318003303	2018	2018	2018	2019	2018	2018	True	Protein Data Bank in Europe, European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, England.
29717714	10.1107/S2059798318003728	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, Grenoble Outstation, 71 Avenue des Martyrs, CS 90181, 38042 Grenoble, France.
29441658	10.1111/1462-2920.14069	2018	2018		2019	2018	2018	True	Structural and Computational Biology, European Molecular Biology Laboratory, Heidelberg, Germany.
30058291	10.1111/1758-2229.12684	2018	2018	2019	2019	2018	2018	True	Structural and Computational Biology, European Molecular Biology Laboratory, Heidelberg, Germany.
29959820	10.1111/acel.12819	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK.
30311252	10.1111/age.12736	2018	2018	2019	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SD, UK.
30471192	10.1111/cbdd.13445	2018	2018	2019	2020	2019	2019	True	EMBL-EBI, Wellcome Genome Campus, Cambridge, UK.
30009487	10.1111/epi.14516	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, Wellcome Genome Campus, European Bioinformatics Institute, Cambridge, UK.
29498804	10.1111/febs.14427	2018	2018	2019	2019	2018	2018	True	European Bioinformatics Institute, EMBL Outstation, Cambridge, UK.
30098110	10.1111/febs.14631	2018	2018		2019	2018	2018	True	European Molecular Biology Laboratory (EMBL), Genome Biology Unit, Heidelberg, Germany.
30044025	10.1111/mmi.14082	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory Heidelberg, Genome Biology Unit, Meyerhofstraße 1, 69117, Heidelberg, Germany.
29359808	10.1111/nph.14993	2018	2018		2019	2018	2018	True	EMBL -The European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, CB10 1SD, UK.
29938923	10.1111/pcmr.12721	2018	2018		2019	2018	2018	True	EMBL Hamburg c/o DESY, Hamburg, Germany.
29451726	10.1111/tra.12557	2018	2018		2019	2018	2018	True	Electron Microscopy Core Facility, EMBL Heidelberg, Heidelberg, Germany.
NA	10.1111/wre.12281							NA	NA
29651464	10.1126/sciadv.aar5459	2018	2018	2018	2019	2018	2018	False	
30409806	10.1126/science.aar6731	2018	2018	2019	2019	2018	2018	False	
30002254	10.1126/science.aar7462	2018	2018		2018		2018	True	Cell Biology and Biophysics Unit, European Molecular Biology Laboratory, Meyerhofstrasse 1, 69117 Heidelberg, Germany. /// Developmental Biology Unit, European Molecular Biology Laboratory, Meyerhofstrasse 1, 69117 Heidelberg, Germany. /// Cell Biology and Biophysics Unit, European Molecular Biology Laboratory, Meyerhofstrasse 1, 69117 Heidelberg, Germany. jan.ellenberg@embl.de.
29472443	10.1126/science.aar7831	2018	2018	2019	2019	2018	2018	True	Cell Biology and Biophysics Unit, Structural and Computational Biology Unit, European Molecular Biology Laboratory, Heidelberg, Germany. /// Cell Biology and Biophysics Unit, Structural and Computational Biology Unit, European Molecular Biology Laboratory, Heidelberg, Germany. christian.haering@embl.de c.dekker@tudelft.nl.
30262503	10.1126/science.aar8384	2018	2018		2018		2018	False	
30262496	10.1126/science.aau0320	2018	2018	2020	2020		2018	True	European Molecular Biology Laboratory (EMBL), Genome Biology Unit, D-69117, Heidelberg, Germany. furlong@embl.de msl2@princeton.edu.
30166461	10.1126/science.aau8230	2018	2018		2018		2018	True	European Molecular Biology Laboratory, 69117 Heidelberg, Germany. /// European Molecular Biology Laboratory, 22607 Hamburg, Germany. edlemke@uni-mainz.de svergun@embl-hamburg.de pappu@wustl.edu. /// European Molecular Biology Laboratory, 69117 Heidelberg, Germany. edlemke@uni-mainz.de svergun@embl-hamburg.de pappu@wustl.edu.
30262483	10.1126/science.aav0692	2018	2018		2018		2018	True	European Molecular Biology Laboratory, 69012 Heidelberg, Germany. arendt@embl.de.
29298866	10.1126/scitranslmed.aag1782	2018	2018	2018	2019		2018	True	Genomics Core Facility, European Molecular Biology Laboratory (EMBL), Heidelberg, Germany.
30567981	10.1128/JVI.01450-18	2018	2018	2019	2019	2019	2019	True	EMBL/DESY, Hamburg, Germany.
NA	10.1134/S000629791806007X							NA	NA
NA	10.1134/S106377451804020X							NA	NA
30056386	10.1136/bmjopen-2018-021682	2018	2018	2018	2019	2018	2018	True	The European Molecular Biology Laboratory (EMBL), Structural and Computational Biology, Heidelberg, Germany.
30171064	10.1136/gutjnl-2018-316106	2018	2018	2019	2019	2018	2018	True	European Molecular Biology Laboratory, Heidelberg, Germany.
NA	10.1137/18M116397X							NA	NA
NA	10.1142/S0129054118430062							NA	NA
30095292	10.1146/annurev-cellbio-100617-062616	2018	2018		2019	2018	2018	True	European Molecular Biology Laboratory, 69117 Heidelberg, Germany; email: hiiragi@embl.de.
29298101	10.1146/annurev-food-030117-012830	2018	2018		2019	2018	2018	False	
NA	10.1158/0008-5472.CAN-18-1477							NA	NA
